IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,HND,Honduras,Year,2016,true,Sex,Male,MLE,,,,,,,,,,16.8,,,16,,17.5,16.8 [16 – 17.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,ISL,Iceland,Year,2016,true,Sex,Male,MLE,,,,,,,,,,16.9,,,16.4,,17.5,16.9 [16.4 – 17.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,KEN,Kenya,Year,2016,true,Sex,Male,MLE,,,,,,,,,,17,,,16.1,,18,17 [16.1 – 18],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,POL,Poland,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,17,,,16.4,,17.5,17 [16.4 – 17.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2016,true,Sex,Male,MLE,,,,,,,,,,17.1,,,16.4,,17.8,17.1 [16.4 – 17.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,PRT,Portugal,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,17.1,,,16.5,,17.7,17.1 [16.5 – 17.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,HUN,Hungary,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,17.1,,,16.6,,17.7,17.1 [16.6 – 17.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,true,Sex,Male,MLE,,,,,,,,,,17.3,,,16.6,,17.9,17.3 [16.6 – 17.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,CHN,China,Year,2016,true,Sex,Male,MLE,,,,,,,,,,17.3,,,16.7,,17.9,17.3 [16.7 – 17.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,17.4,,,16.8,,18,17.4 [16.8 – 18],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,17.5,,,16.8,,18.3,17.5 [16.8 – 18.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,GMB,Gambia,Year,2016,true,Sex,Male,MLE,,,,,,,,,,17.6,,,16.9,,18.2,17.6 [16.9 – 18.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,17.6,,,17,,18.1,17.6 [17 – 18.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,AGO,Angola,Year,2016,true,Sex,Male,MLE,,,,,,,,,,17.7,,,17,,18.3,17.7 [17 – 18.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,GAB,Gabon,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,17.8,,,17.2,,18.4,17.8 [17.2 – 18.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2016,true,Sex,Male,MLE,,,,,,,,,,17.9,,,17.1,,18.7,17.9 [17.1 – 18.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,DMA,Dominica,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,17.9,,,17.2,,18.6,17.9 [17.2 – 18.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18,,,17,,18.9,18 [17 – 18.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18.1,,,17.2,,19,18.1 [17.2 – 19],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,true,Sex,Male,MLE,,,,,,,,,,18.2,,,17.2,,19.3,18.2 [17.2 – 19.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2016,true,Sex,Male,MLE,,,,,,,,,,18.2,,,17.3,,19.1,18.2 [17.3 – 19.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,GRD,Grenada,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18.2,,,17.6,,18.8,18.2 [17.6 – 18.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,ROU,Romania,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18.2,,,17.6,,18.8,18.2 [17.6 – 18.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,SRB,Serbia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18.2,,,17.6,,18.8,18.2 [17.6 – 18.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18.3,,,17.4,,19.2,18.3 [17.4 – 19.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18.4,,,17.5,,19.3,18.4 [17.5 – 19.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,18.4,,,17.8,,18.9,18.4 [17.8 – 18.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18.6,,,16.6,,20.5,18.6 [16.6 – 20.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,true,Sex,Male,MLE,,,,,,,,,,18.6,,,17.7,,19.5,18.6 [17.7 – 19.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,CZE,Czechia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18.7,,,18.2,,19.2,18.7 [18.2 – 19.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,CAN,Canada,Year,2016,true,Sex,Male,MLE,,,,,,,,,,18.8,,,18.3,,19.4,18.8 [18.3 – 19.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,BRB,Barbados,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18.9,,,18.2,,19.5,18.9 [18.2 – 19.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,USA,United States of America,Year,2016,true,Sex,Male,MLE,,,,,,,,,,18.9,,,18.4,,19.4,18.9 [18.4 – 19.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,CHL,Chile,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19,,,18.4,,19.6,19 [18.4 – 19.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2016,true,Sex,Male,MLE,,,,,,,,,,19,,,18.4,,19.7,19 [18.4 – 19.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19,,,18.5,,19.5,19 [18.5 – 19.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,19,,,18.5,,19.5,19 [18.5 – 19.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,MWI,Malawi,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.1,,,18,,20.1,19.1 [18 – 20.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,ALB,Albania,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.1,,,18.2,,20,19.1 [18.2 – 20],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,DNK,Denmark,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.1,,,18.6,,19.7,19.1 [18.6 – 19.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.2,,,18.5,,20,19.2 [18.5 – 20],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,COG,Congo,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.4,,,18.5,,20.4,19.4 [18.5 – 20.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.4,,,18.5,,20.4,19.4 [18.5 – 20.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,CUB,Cuba,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.4,,,18.6,,20.1,19.4 [18.6 – 20.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.4,,,18.7,,20.1,19.4 [18.7 – 20.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.4,,,18.8,,20,19.4 [18.8 – 20],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.5,,,18.5,,20.6,19.5 [18.5 – 20.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,19.5,,,18.9,,20.2,19.5 [18.9 – 20.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,COL,Colombia,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.6,,,18.8,,20.3,19.6 [18.8 – 20.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,COM,Comoros,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,19.7,,,17.9,,21.4,19.7 [17.9 – 21.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.8,,,18.3,,21.3,19.8 [18.3 – 21.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,19.8,,,18.9,,20.6,19.8 [18.9 – 20.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,19.8,,,19,,20.7,19.8 [19 – 20.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,GUY,Guyana,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.8,,,19.1,,20.5,19.8 [19.1 – 20.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,ESP,Spain,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.8,,,19.1,,20.5,19.8 [19.1 – 20.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,BRA,Brazil,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,19.8,,,19.2,,20.5,19.8 [19.2 – 20.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,19.9,,,18,,21.9,19.9 [18 – 21.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,19.9,,,18.7,,21.1,19.9 [18.7 – 21.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,PRY,Paraguay,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,19.9,,,19.1,,20.6,19.9 [19.1 – 20.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.9,,,19.2,,20.6,19.9 [19.2 – 20.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2016,true,Sex,Male,MLE,,,,,,,,,,19.9,,,19.4,,20.4,19.9 [19.4 – 20.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,2.3,,,2.2,,2.4,2.3 [2.2 – 2.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,2.3,,,2.2,,2.5,2.3 [2.2 – 2.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,NER,Niger,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,2.5,,,2.3,,2.7,2.5 [2.3 – 2.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,MLI,Mali,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,2.7,,,2.5,,2.8,2.7 [2.5 – 2.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,2.7,,,2.5,,2.9,2.7 [2.5 – 2.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,2.7,,,2.6,,2.9,2.7 [2.6 – 2.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,2.9,,,2.7,,3,2.9 [2.7 – 3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,2.9,,,2.8,,3,2.9 [2.8 – 3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20,,,19.2,,20.8,20 [19.2 – 20.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20,,,19.4,,20.5,20 [19.4 – 20.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.1,,,19.3,,20.8,20.1 [19.3 – 20.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,HRV,Croatia,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.2,,,19.4,,20.9,20.2 [19.4 – 20.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,20.2,,,19.4,,21,20.2 [19.4 – 21],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.3,,,19.2,,21.3,20.3 [19.2 – 21.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,FIN,Finland,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.3,,,19.6,,20.9,20.3 [19.6 – 20.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,20.3,,,19.6,,21.1,20.3 [19.6 – 21.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,HTI,Haiti,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.3,,,19.9,,20.7,20.3 [19.9 – 20.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,CYP,Cyprus,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.4,,,19.7,,21.1,20.4 [19.7 – 21.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.4,,,19.9,,21,20.4 [19.9 – 21],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,BLZ,Belize,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.6,,,19.8,,21.4,20.6 [19.8 – 21.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,ARG,Argentina,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.7,,,20,,21.3,20.7 [20 – 21.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.8,,,19.3,,22.3,20.8 [19.3 – 22.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,AND,Andorra,Year,2016,true,Sex,Male,MLE,,,,,,,,,,20.9,,,20.2,,21.5,20.9 [20.2 – 21.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,AUT,Austria,Year,2016,true,Sex,Male,MLE,,,,,,,,,,21,,,20.5,,21.4,21 [20.5 – 21.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,true,Sex,Male,MLE,,,,,,,,,,21.3,,,20,,22.5,21.3 [20 – 22.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2016,true,Sex,Male,MLE,,,,,,,,,,21.3,,,20.7,,21.8,21.3 [20.7 – 21.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,21.3,,,20.8,,21.9,21.3 [20.8 – 21.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,21.4,,,20.3,,22.6,21.4 [20.3 – 22.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,21.5,,,20.3,,22.8,21.5 [20.3 – 22.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,GRC,Greece,Year,2016,true,Sex,Male,MLE,,,,,,,,,,21.6,,,20.4,,22.7,21.6 [20.4 – 22.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,EST,Estonia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,21.6,,,20.9,,22.4,21.6 [20.9 – 22.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,IRL,Ireland,Year,2016,true,Sex,Male,MLE,,,,,,,,,,21.6,,,21,,22.1,21.6 [21 – 22.1],,,EN,2018-08-22T22:00:00.000Z
